created_at,peer_id,step,question_raw,question_norm,cluster_key,count,last_seen_at
2026-03-03T22:53:30+02:00,7750229192,schedule_confirm,А можно с вами созвониться завтра и всё уточнить?,а можно с вами созвониться завтра и всё уточнить,а можно с вами созвониться завтра и всё уточнить,1,2026-03-03T22:53:30+02:00
2026-03-04T23:57:36+02:00,8004199799,schedule_shift_wait,"І коли проходить перші кошти?
Скіки часу стажування?",і коли проходить перші кошти скіки часу стажування,і коли проходить перші кошти скіки часу стажування,2,2026-03-04T23:57:36+02:00
2026-03-04T23:59:15+02:00,8004199799,schedule_shift_wait,Якщо попробую денну чи зчасом модна перевестись на нічну ?,якщо попробую денну чи зчасом модна перевестись на нічну,якщо попробую денну чи зчасом модна перевестись на нічну,1,2026-03-04T23:59:15+02:00
2026-03-05T00:03:07+02:00,8004199799,balance_confirm,За стажування якась є певна сума чи яку я напрацюю?,за стажування якась є певна сума чи яку я напрацюю,за стажування якась є певна сума чи яку я напрацюю,2,2026-03-05T00:03:07+02:00
2026-03-05T09:09:58+02:00,727566997,schedule_confirm,Звучить як те що буду спілкуватися від обличчя моделі,звучить як те що буду спілкуватися від обличчя моделі,звучить як те що буду спілкуватися від обличчя моделі,2,2026-03-05T09:09:58+02:00
2026-03-05T09:11:21+02:00,727566997,schedule_confirm,А які саме матеріали або приклад можете сказати?,а які саме матеріали або приклад можете сказати,а які саме матеріали або приклад можете сказати,2,2026-03-05T09:11:21+02:00
2026-03-05T12:52:13+02:00,880115047,screening_wait,На какие темы общение?,на какие темы общение,на какие темы общение,1,2026-03-05T12:52:13+02:00
2026-03-05T13:07:28+02:00,6192458295,handoff,А тим лидеру я должна сама написать или вы напишите?,а тим лидеру я должна сама написать или вы напишите,а тим лидеру я должна сама написать или вы напишите,2,2026-03-05T13:07:28+02:00
2026-03-06T10:45:21+02:00,1255509934,voice_wait,Какой сайт? Какой процент?,какой сайт какой процент,какой сайт какой процент,1,2026-03-06T10:45:21+02:00
2026-03-06T14:12:46+02:00,5600001272,balance_confirm,Як відбувається нарахування зарплати,як відбувається нарахування зарплати,як відбувається нарахування зарплати,2,2026-03-06T14:12:46+02:00
2026-03-06T14:50:45+02:00,8565614133,company_intro,"Да 
Можно работать не подряд 8 часов?",да можно работать не подряд 8 часов,да можно работать не подряд 8 часов,2,2026-03-06T14:50:45+02:00
2026-03-06T14:52:02+02:00,8565614133,company_intro,"Я могла бы работать например 3-4 часа днем и потом вечером 4-5 
Сколько дней в неделю надо работать? Могу 4-5",я могла бы работать например 34 часа днем и потом вечером 45 сколько дней в неделю надо работать могу 45,я могла бы работать например 34 часа днем и потом вечером 45 сколько дней в неделю надо работать могу 45,2,2026-03-06T14:52:02+02:00
2026-03-09T09:59:57+02:00,1314967796,schedule_confirm,А яка ставка?,а яка ставка,а яка ставка,1,2026-03-09T09:59:57+02:00
2026-03-09T10:01:13+02:00,1314967796,schedule_confirm,В середньому скільки ваші працівники отримують?,в середньому скільки ваші працівники отримують,в середньому скільки ваші працівники отримують,1,2026-03-09T10:01:13+02:00
2026-03-09T12:36:51+02:00,6065661611,schedule_shift_wait,А вот если я опоздаю что будет?,а вот если я опоздаю что будет,а вот если я опоздаю что будет,1,2026-03-09T12:36:51+02:00
2026-03-09T21:52:12+02:00,7271009739,schedule_shift_wait,"Скажіть, я припустимо вибираю денну зміну, зможу я поміняти графік на нічну, якщо якійсь форс мажор?",скажіть я припустимо вибираю денну зміну зможу я поміняти графік на нічну якщо якійсь форс мажор,скажіть я припустимо вибираю денну зміну зможу я поміняти графік на нічну якщо якійсь форс мажор,1,2026-03-09T21:52:12+02:00
2026-03-10T10:29:17+02:00,5139642601,schedule_confirm,Не зовсім. Це якась програма або чат чи шо це?,не зовсім це якась програма або чат чи шо це,не зовсім це якась програма або чат чи шо це,1,2026-03-10T10:29:17+02:00
2026-03-10T10:30:02+02:00,5139642601,schedule_confirm,Навчання є?,навчання є,навчання є,1,2026-03-10T10:30:02+02:00
2026-03-10T11:15:07+02:00,5190220981,voice_wait,Треба встановлювати якийсь додаток на ноутбук?,треба встановлювати якийсь додаток на ноутбук,треба встановлювати якийсь додаток на ноутбук,1,2026-03-10T11:15:07+02:00
2026-03-10T11:18:08+02:00,5190220981,voice_wait,"Який браузер? Опера, Файрфокс, Хром.",який браузер опера файрфокс хром,який браузер опера файрфокс хром,1,2026-03-10T11:18:08+02:00
2026-03-10T11:21:09+02:00,5190220981,schedule_confirm,Не зовсім.,не зовсім,не зовсім,1,2026-03-10T11:21:09+02:00
2026-03-10T17:05:35+02:00,1824807313,schedule_shift_wait,А що входить в роботу дейтинг?,а що входить в роботу дейтинг,а що входить в роботу дейтинг,1,2026-03-10T17:05:35+02:00
2026-03-11T10:09:10+02:00,5370856379,schedule_confirm,"Як відбувається- зрозуміло, але з чим само звʼязана работа- не зрозуміла",як відбувається зрозуміло але з чим само звʼязана работа не зрозуміла,як відбувається зрозуміло але з чим само звʼязана работа не зрозуміла,1,2026-03-11T10:09:10+02:00
2026-03-11T10:14:24+02:00,5370856379,schedule_confirm,"мої фото чи відео, не фігуруватимуть у цих чатах?",мої фото чи відео не фігуруватимуть у цих чатах,мої фото чи відео не фігуруватимуть у цих чатах,1,2026-03-11T10:14:24+02:00
2026-04-12T00:45:26+03:00,5525870461,shift_close,?,,,18,2026-04-12T00:45:26+03:00
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
2026-03-12T18:01:45+02:00,5816093680,balance_confirm,А де детальніше можна дізнатися про компанію та відгуки,а де детальніше можна дізнатися про компанію та відгуки,а де детальніше можна дізнатися про компанію та відгуки,1,2026-03-12T18:01:45+02:00
,,,,,,,
2026-03-12T19:04:32+02:00,5816093680,balance_confirm,"А куда выплата идёт на карту, кошелек,пейпал?",а куда выплата идёт на карту кошелекпейпал,а куда выплата идёт на карту кошелекпейпал,1,2026-03-12T19:04:32+02:00
2026-03-12T19:06:25+02:00,5816093680,balance_confirm,"А обов'язково на мою карту чи гаманець? Чи можна на іншу особу виплату перевести?
Бо в мене всі карти і рахунки заблоковані",а обовязково на мою карту чи гаманець чи можна на іншу особу виплату перевести бо в мене всі карти і рахунки заблоковані,а обовязково на мою карту чи гаманець чи можна на іншу особу виплату перевести бо в мене всі карти і рахунки заблоковані,1,2026-03-12T19:06:25+02:00
2026-03-13T16:52:18+02:00,5301932466,schedule_confirm,Нет не понял,нет не понял,нет не понял,1,2026-03-13T16:52:18+02:00
2026-03-13T21:01:13+02:00,353510207,screening_wait,"Ні, дякую
Дейтінг задовбав вже ) це не те, що я шукаю
Дякую",ні дякую дейтінг задовбав вже  це не те що я шукаю дякую,ні дякую дейтінг задовбав вже  це не те що я шукаю дякую,1,2026-03-13T21:01:13+02:00
2026-03-14T00:02:10+02:00,988795168,screening_wait,"Добрий вечір,така робота не цікавить,дякую",добрий вечіртака робота не цікавитьдякую,добрий вечіртака робота не цікавитьдякую,1,2026-03-14T00:02:10+02:00
2026-03-14T06:32:52+02:00,5822877322,screening_wait,"Доброго ранку, хотіла б дізнатися, що за роботу пропонуєте",доброго ранку хотіла б дізнатися що за роботу пропонуєте,доброго ранку хотіла б дізнатися що за роботу пропонуєте,1,2026-03-14T06:32:52+02:00
2026-03-31T16:31:53+03:00,896435857,income_model,Наскільки це законно?,наскільки це законно,наскільки це законно,2,2026-03-31T16:31:53+03:00
2026-03-14T11:03:47+02:00,1163263944,screening_wait,"Не працювала,але маю розуміння ,що це таке",не працювалаале маю розуміння що це таке,не працювалаале маю розуміння що це таке,1,2026-03-14T11:03:47+02:00
2026-03-14T11:10:14+02:00,1163263944,voice_wait,Це кожного дня по 8 год?,це кожного дня по 8 год,це кожного дня по 8 год,1,2026-03-14T11:10:14+02:00
2026-03-14T19:13:10+02:00,2038056421,schedule_shift_wait,Есть ли график 2/2,есть ли график 22,есть ли график 22,1,2026-03-14T19:13:10+02:00
2026-03-14T20:07:36+02:00,1834688845,balance_confirm,Якщо можна то на прикладі,якщо можна то на прикладі,якщо можна то на прикладі,1,2026-03-14T20:07:36+02:00
2026-03-15T10:12:52+02:00,7730140819,schedule_confirm,Доброго дня? Немає зміни з 8 ранку?,доброго дня немає зміни з 8 ранку,доброго дня немає зміни з 8 ранку,1,2026-03-15T10:12:52+02:00
2026-03-15T10:13:43+02:00,7730140819,schedule_confirm,А можете мені написати коли буде з ранку ?,а можете мені написати коли буде з ранку,а можете мені написати коли буде з ранку,1,2026-03-15T10:13:43+02:00
2026-03-15T10:59:39+02:00,6566449771,voice_wait,"Так, прослухала, дякую, але мені це не цікавить",так прослухала дякую але мені це не цікавить,так прослухала дякую але мені це не цікавить,1,2026-03-15T10:59:39+02:00
2026-03-15T14:42:19+02:00,6995957769,schedule_confirm,"Так зрозуміло
Що це ха платформа? У мене Windows 10
Такий ноутбук підійде?",так зрозуміло що це ха платформа у мене windows 10 такий ноутбук підійде,так зрозуміло що це ха платформа у мене windows 10 такий ноутбук підійде,1,2026-03-15T14:42:19+02:00
2026-03-15T14:47:16+02:00,6995957769,schedule_confirm,"Я мужчина, чи підійде такий формат для мене?
Якщо наприклад співбесідник попросить відео наприклад ню або голосове повідомлення
Тоді як з цим бути?",я мужчина чи підійде такий формат для мене якщо наприклад співбесідник попросить відео наприклад ню або голосове повідомлення тоді як з цим бути,я мужчина чи підійде такий формат для мене якщо наприклад співбесідник попросить відео наприклад ню або голосове повідомлення тоді як з цим бути,1,2026-03-15T14:47:16+02:00
2026-03-15T17:30:11+02:00,1082192903,screening_wait,"Якщо вакансія звʼязана з цим, то дякую, мене це не цікавить",якщо вакансія звʼязана з цим то дякую мене це не цікавить,якщо вакансія звʼязана з цим то дякую мене це не цікавить,1,2026-03-15T17:30:11+02:00
2026-03-16T10:07:02+02:00,6949940795,company_intro,Анкеты девушек?,анкеты девушек,анкеты девушек,1,2026-03-16T10:07:02+02:00
2026-03-16T10:21:57+02:00,1297716653,schedule_shift_wait,Скільки стажування триває?,скільки стажування триває,скільки стажування триває,1,2026-03-16T10:21:57+02:00
2026-03-16T10:32:46+02:00,782135179,schedule_shift_wait,Який Пк або ноутбук підходить по характеристикам для роботи?,який пк або ноутбук підходить по характеристикам для роботи,який пк або ноутбук підходить по характеристикам для роботи,1,2026-03-16T10:32:46+02:00
2026-03-16T10:34:34+02:00,782135179,test_review,В анкеті будуть мої фото і дані чи іншої людини?,в анкеті будуть мої фото і дані чи іншої людини,в анкеті будуть мої фото і дані чи іншої людини,1,2026-03-16T10:34:34+02:00
2026-03-16T10:46:52+02:00,1012668351,voice_wait,Сколько длится стажировка?,сколько длится стажировка,сколько длится стажировка,1,2026-03-16T10:46:52+02:00
2026-03-16T10:48:16+02:00,1012668351,voice_wait,По какому % насчитывается заработная плата?,по какому  насчитывается заработная плата,по какому  насчитывается заработная плата,1,2026-03-16T10:48:16+02:00
2026-03-16T11:03:30+02:00,629458092,company_intro,Про що листи і онлайн чати? Який напрямок,про що листи і онлайн чати який напрямок,про що листи і онлайн чати який напрямок,1,2026-03-16T11:03:30+02:00
2026-03-26T22:09:03+02:00,941127306,voice_wait,Не цікавить,не цікавить,не цікавить,3,2026-03-26T22:09:03+02:00
2026-03-16T18:07:29+02:00,485347057,screening_wait,Хочу прочитати умову,хочу прочитати умову,хочу прочитати умову,1,2026-03-16T18:07:29+02:00
2026-03-16T18:05:24+02:00,485347057,test_review,І не отримувала посилання,і не отримувала посилання,і не отримувала посилання,1,2026-03-16T18:05:24+02:00
2026-03-16T18:04:45+02:00,485347057,test_review,Хотіла би почитати умови,хотіла би почитати умови,хотіла би почитати умови,1,2026-03-16T18:04:45+02:00
2026-03-30T10:08:33+03:00,8248912528,objection_gate,Навчання оплачується,навчання оплачується,навчання оплачується,2,2026-03-30T10:08:33+03:00
2026-03-17T10:17:54+02:00,1898490370,company_intro,Це 8 годин щодня?,це 8 годин щодня,це 8 годин щодня,1,2026-03-17T10:17:54+02:00
2026-03-17T10:36:33+02:00,5113499386,schedule_shift_wait,Я ще подумаю чи підходить мені такий формат роботи,я ще подумаю чи підходить мені такий формат роботи,я ще подумаю чи підходить мені такий формат роботи,1,2026-03-17T10:36:33+02:00
2026-03-17T10:44:48+02:00,7420224546,screening_wait,Мається на увазі онлайн знайомства ?,мається на увазі онлайн знайомства,мається на увазі онлайн знайомства,1,2026-03-17T10:44:48+02:00
2026-03-17T12:42:36+02:00,449329925,schedule_shift_wait,Я відправляю чужі фото і відео вірно?,я відправляю чужі фото і відео вірно,я відправляю чужі фото і відео вірно,1,2026-03-17T12:42:36+02:00
2026-03-17T12:43:58+02:00,449329925,schedule_shift_wait,Як проходить стажування?,як проходить стажування,як проходить стажування,1,2026-03-17T12:43:58+02:00
2026-03-17T12:45:02+02:00,449329925,schedule_shift_wait,"Я це зрозуміла, по скільки годин на день?",я це зрозуміла по скільки годин на день,я це зрозуміла по скільки годин на день,1,2026-03-17T12:45:02+02:00
2026-03-17T12:46:15+02:00,449329925,schedule_shift_wait,Навчання також проходить по 8 годин на день?,навчання також проходить по 8 годин на день,навчання також проходить по 8 годин на день,1,2026-03-17T12:46:15+02:00
2026-03-17T12:47:16+02:00,449329925,schedule_shift_wait,"Дякую за інформацію, я зараз працюю на двох роботах, тільки як звільнюся напишу.",дякую за інформацію я зараз працюю на двох роботах тільки як звільнюся напишу,дякую за інформацію я зараз працюю на двох роботах тільки як звільнюся напишу,1,2026-03-17T12:47:16+02:00
2026-03-17T12:52:31+02:00,352826548,screening_wait,0 досвіду. Це скам одиноких?,0 досвіду це скам одиноких,0 досвіду це скам одиноких,1,2026-03-17T12:52:31+02:00
2026-03-17T13:04:12+02:00,352826548,screening_wait,"он як, на іншому кінці дроту може буди такий самий хлопець, буду знати",он як на іншому кінці дроту може буди такий самий хлопець буду знати,он як на іншому кінці дроту може буди такий самий хлопець буду знати,1,2026-03-17T13:04:12+02:00
2026-03-17T13:17:30+02:00,352826548,screening_wait,"можуть бути, а можуть і не бути, тут вже як пощастить в казино",можуть бути а можуть і не бути тут вже як пощастить в казино,можуть бути а можуть і не бути тут вже як пощастить в казино,1,2026-03-17T13:17:30+02:00
2026-03-17T13:18:07+02:00,352826548,screening_wait,"не особо, по приколу можна зібрати експу. Без досвіду, 28",не особо по приколу можна зібрати експу без досвіду 28,не особо по приколу можна зібрати експу без досвіду 28,1,2026-03-17T13:18:07+02:00
2026-03-17T14:04:14+02:00,352826548,schedule_confirm,"здається так, речення про напарника не дуже. Я трохи спробував попрактикувавтися і мені дуже важко дається тримати зацікавленість не те що співрозмовника, а навіть свою(після спілкувань в онлайн іграх, я емоційно вмер).",здається так речення про напарника не дуже я трохи спробував попрактикувавтися і мені дуже важко дається тримати зацікавленість не те що співрозмовника а навіть своюпісля спілкувань в онлайн іграх я емоційно вмер,здається так речення про напарника не дуже я трохи спробував попрактикувавтися і мені дуже важко дається тримати зацікавленість не те що співрозмовника а навіть,1,2026-03-17T14:04:14+02:00
2026-03-17T16:02:35+02:00,7218195118,test_review,"Я хочу задати питання, чи буде включено напружений сексуальний контент",я хочу задати питання чи буде включено напружений сексуальний контент,я хочу задати питання чи буде включено напружений сексуальний контент,1,2026-03-17T16:02:35+02:00
2026-03-17T16:06:09+02:00,7218195118,test_review,"Чи є вакансія для роботи інфлюенсером і вербуванням людей, оскільки сексуальний контент мені не дуже подобається",чи є вакансія для роботи інфлюенсером і вербуванням людей оскільки сексуальний контент мені не дуже подобається,чи є вакансія для роботи інфлюенсером і вербуванням людей оскільки сексуальний контент мені не дуже подобається,1,2026-03-17T16:06:09+02:00
2026-03-17T16:48:55+02:00,1141236696,company_intro,8 часов нужно отработать на протяжении дня или в определённое время?,8 часов нужно отработать на протяжении дня или в определённое время,8 часов нужно отработать на протяжении дня или в определённое время,1,2026-03-17T16:48:55+02:00
2026-03-17T22:19:43+02:00,5391859330,screening_wait,Здравствуйте а что за работа у нас,здравствуйте а что за работа у нас,здравствуйте а что за работа у нас,1,2026-03-17T22:19:43+02:00
2026-03-17T22:30:49+02:00,5391859330,screening_wait,Если можно по русски,если можно по русски,если можно по русски,1,2026-03-17T22:30:49+02:00
2026-03-17T22:31:31+02:00,5391859330,screening_wait,Я хочу знать что за работа,я хочу знать что за работа,я хочу знать что за работа,1,2026-03-17T22:31:31+02:00
2026-03-17T22:32:11+02:00,5391859330,screening_wait,Рейтинг что это,рейтинг что это,рейтинг что это,1,2026-03-17T22:32:11+02:00
2026-03-17T23:21:55+02:00,881826980,schedule_shift_wait,денний оплачується меньше ніж нічний ?,денний оплачується меньше ніж нічний,денний оплачується меньше ніж нічний,1,2026-03-17T23:21:55+02:00
2026-03-17T23:22:47+02:00,881826980,schedule_shift_wait,"так ,можна спробувати",так можна спробувати,так можна спробувати,1,2026-03-17T23:22:47+02:00
2026-03-18T01:29:06+02:00,2079414527,voice_wait,"Я чоловік, що я буду давать контент чоловікам???
Я не підор.
У вас є вакансії для мене???",я чоловік що я буду давать контент чоловікам я не підор у вас є вакансії для мене,я чоловік що я буду давать контент чоловікам я не підор у вас є вакансії для мене,1,2026-03-18T01:29:06+02:00
2026-03-18T02:14:41+02:00,1003238830,screening_wait,Це важливо?,це важливо,це важливо,1,2026-03-18T02:14:41+02:00
2026-03-18T07:53:15+02:00,8433465216,schedule_shift_wait,"Поки що ні, дякую",поки що ні дякую,поки що ні дякую,1,2026-03-18T07:53:15+02:00
2026-03-18T11:54:59+02:00,8154870638,voice_wait,Какие есть смены,какие есть смены,какие есть смены,1,2026-03-18T11:54:59+02:00
2026-03-18T12:00:41+02:00,1081909959,schedule_shift_wait,А чи можна спробувати денну? А потім перейти наприклад на нічну,а чи можна спробувати денну а потім перейти наприклад на нічну,а чи можна спробувати денну а потім перейти наприклад на нічну,1,2026-03-18T12:00:41+02:00
2026-03-18T12:01:42+02:00,1081909959,schedule_shift_wait,А якщо мені не підійде?,а якщо мені не підійде,а якщо мені не підійде,1,2026-03-18T12:01:42+02:00
2026-03-18T12:03:26+02:00,1081909959,schedule_shift_wait,"Я зараз не вдома, як проходить навчання?",я зараз не вдома як проходить навчання,я зараз не вдома як проходить навчання,1,2026-03-18T12:03:26+02:00
2026-03-18T12:15:32+02:00,7631940828,schedule_shift_wait,Я думаю що зміну можна буде далі змінити. А так як для початку то хай краще буде денна,я думаю що зміну можна буде далі змінити а так як для початку то хай краще буде денна,я думаю що зміну можна буде далі змінити а так як для початку то хай краще буде денна,1,2026-03-18T12:15:32+02:00
2026-03-18T12:16:32+02:00,7631940828,schedule_shift_wait,До якого навчання? Треба комп'ютер?,до якого навчання треба компютер,до якого навчання треба компютер,1,2026-03-18T12:16:32+02:00
2026-03-18T12:17:52+02:00,1081909959,test_review,"Не можу умови прочитати, посилання не працює",не можу умови прочитати посилання не працює,не можу умови прочитати посилання не працює,1,2026-03-18T12:17:52+02:00
2026-03-18T13:39:23+02:00,670194558,schedule_confirm,"Поки не зовсім, що саме за анкети, що саме потрібно буде робити?",поки не зовсім що саме за анкети що саме потрібно буде робити,поки не зовсім що саме за анкети що саме потрібно буде робити,1,2026-03-18T13:39:23+02:00
2026-03-18T13:48:47+02:00,1434496690,company_intro,Як саме залучати чоловіків?,як саме залучати чоловіків,як саме залучати чоловіків,1,2026-03-18T13:48:47+02:00
2026-03-18T13:50:39+02:00,1434496690,company_intro,Що для цього потрібно?,що для цього потрібно,що для цього потрібно,1,2026-03-18T13:50:39+02:00
2026-03-18T13:54:00+02:00,670194558,schedule_confirm,"Напевно все ж таки не цікавить, дякую",напевно все ж таки не цікавить дякую,напевно все ж таки не цікавить дякую,1,2026-03-18T13:54:00+02:00
2026-03-18T15:32:45+02:00,474100826,schedule_confirm,"Зрозуміло,а як бути з тим що світло вимикають,без світла я протримаюсь на ноутбукі максиму дві години і то як що не буде проблем із інтернетом",зрозумілоа як бути з тим що світло вимикаютьбез світла я протримаюсь на ноутбукі максиму дві години і то як що не буде проблем із інтернетом,зрозумілоа як бути з тим що світло вимикаютьбез світла я протримаюсь на ноутбукі максиму дві години і то як що не буде проблем із інтернетом,1,2026-03-18T15:32:45+02:00
2026-03-18T21:59:12+02:00,5061411715,schedule_shift_wait,Скільки робочих годин має бути?,скільки робочих годин має бути,скільки робочих годин має бути,1,2026-03-18T21:59:12+02:00
2026-03-19T07:27:33+02:00,5229854211,company_intro,Це спілкування з іноземцями?,це спілкування з іноземцями,це спілкування з іноземцями,1,2026-03-19T07:27:33+02:00
2026-03-19T08:15:57+02:00,890726498,voice_wait,Повторіть,повторіть,повторіть,1,2026-03-19T08:15:57+02:00
2026-03-19T08:51:51+02:00,6802837233,voice_wait,Є також питання - години 8 це нон стоп чи я можу їх ділити з перервами,є також питання  години 8 це нон стоп чи я можу їх ділити з перервами,є також питання  години 8 це нон стоп чи я можу їх ділити з перервами,1,2026-03-19T08:51:51+02:00
2026-03-19T09:08:48+02:00,734578753,company_intro,"Сфера не цікавить, дякую",сфера не цікавить дякую,сфера не цікавить дякую,1,2026-03-19T09:08:48+02:00
2026-03-19T11:04:36+02:00,5290712866,voice_wait,Можно коротко повторити,можно коротко повторити,можно коротко повторити,1,2026-03-19T11:04:36+02:00
2026-03-19T11:34:37+02:00,7849410773,voice_wait,Прослухав все зрозуміло що потрібно робити далі?,прослухав все зрозуміло що потрібно робити далі,прослухав все зрозуміло що потрібно робити далі,1,2026-03-19T11:34:37+02:00
2026-03-19T16:36:20+02:00,6599675054,form_forward,Документи навіщо9 ?,документи навіщо9,документи навіщо9,1,2026-03-19T16:36:20+02:00
2026-03-22T15:54:42+02:00,951723526,voice_wait,is this company similar to alpha date ?,is this company similar to alpha date,is this company similar to alpha date,1,2026-03-22T15:54:42+02:00
2026-03-22T22:29:08+02:00,495482731,voice_wait,Посилання на сайт компанії є?,посилання на сайт компанії є,посилання на сайт компанії є,1,2026-03-22T22:29:08+02:00
2026-03-22T22:32:21+02:00,495482731,test_review,"Робота з офісу, вірно?",робота з офісу вірно,робота з офісу вірно,1,2026-03-22T22:32:21+02:00
2026-03-24T12:27:04+02:00,976504173,screening_wait,"Дякую за відповідь. Раніше не працювала у сфері дейтингу. Підкажіть, будь ласка, детальніше про формат роботи, умови оплати та що входить в обов’язки.",дякую за відповідь раніше не працювала у сфері дейтингу підкажіть будь ласка детальніше про формат роботи умови оплати та що входить в обовязки,дякую за відповідь раніше не працювала у сфері дейтингу підкажіть будь ласка детальніше про формат роботи умови оплати та що входить в обовязки,1,2026-03-24T12:27:04+02:00
2026-03-24T13:10:16+02:00,861032643,screening_wait,Доброго дня можете розповісти більше детальніше про вакансії ?,доброго дня можете розповісти більше детальніше про вакансії,доброго дня можете розповісти більше детальніше про вакансії,1,2026-03-24T13:10:16+02:00
2026-03-24T16:20:26+02:00,451116077,screening_wait,Це ж платформа знайомств вірно ж?,це ж платформа знайомств вірно ж,це ж платформа знайомств вірно ж,1,2026-03-24T16:20:26+02:00
2026-03-24T16:52:58+02:00,690288933,screening_wait,"Дуже давно, тому можно вважати, що ні.",дуже давно тому можно вважати що ні,дуже давно тому можно вважати що ні,1,2026-03-24T16:52:58+02:00
2026-03-24T18:55:24+02:00,5031914654,voice_wait,Це що якесь порно,це що якесь порно,це що якесь порно,1,2026-03-24T18:55:24+02:00
2026-03-24T20:06:40+02:00,400568604,voice_wait,"На скільки я розумію,є декілька варіантів змін?",на скільки я розуміює декілька варіантів змін,на скільки я розуміює декілька варіантів змін,1,2026-03-24T20:06:40+02:00
2026-03-25T03:19:40+02:00,996111726,schedule_shift_wait,Нужны ли какие-то документы?,нужны ли какието документы,нужны ли какието документы,1,2026-03-25T03:19:40+02:00
2026-03-25T03:33:47+02:00,996111726,schedule_confirm,Есть какой-то перерыв?,есть какойто перерыв,есть какойто перерыв,1,2026-03-25T03:33:47+02:00
2026-03-25T12:34:34+02:00,7537660798,test_review,Посилання немає,посилання немає,посилання немає,1,2026-03-25T12:34:34+02:00
2026-03-25T13:22:55+02:00,996111726,test_review,"Сколько дней стажировка? Сначала было сказано 8 дней, потом 3 недели.",сколько дней стажировка сначала было сказано 8 дней потом 3 недели,сколько дней стажировка сначала было сказано 8 дней потом 3 недели,1,2026-03-25T13:22:55+02:00
2026-03-25T14:46:11+02:00,331728641,balance_confirm,Не зрозуміла система,не зрозуміла система,не зрозуміла система,1,2026-03-25T14:46:11+02:00
2026-03-25T14:47:00+02:00,331728641,balance_confirm,Фото та відео які?,фото та відео які,фото та відео які,1,2026-03-25T14:47:00+02:00
2026-03-25T14:48:50+02:00,5163089484,screening_wait,"Ні, як менеджер чату вперше",ні як менеджер чату вперше,ні як менеджер чату вперше,1,2026-03-25T14:48:50+02:00
2026-03-25T19:38:57+02:00,466867877,schedule_shift_wait,"Чи можна комбінувати? Наприклад тиждень денні, тиждень нічні?",чи можна комбінувати наприклад тиждень денні тиждень нічні,чи можна комбінувати наприклад тиждень денні тиждень нічні,1,2026-03-25T19:38:57+02:00
2026-03-25T22:08:51+02:00,969013933,schedule_shift_wait,"Нічна
Можна дізнатися де буде відбуватися чати і так далі",нічна можна дізнатися де буде відбуватися чати і так далі,нічна можна дізнатися де буде відбуватися чати і так далі,1,2026-03-25T22:08:51+02:00
2026-03-25T22:33:25+02:00,885315353,schedule_shift_wait,Я хочу більш детальніше взнати за роботу,я хочу більш детальніше взнати за роботу,я хочу більш детальніше взнати за роботу,1,2026-03-25T22:33:25+02:00
2026-03-26T00:46:38+02:00,484980128,schedule_confirm,"Так зрозуміло, але хотілось би побачити процес як це відбувається наяву",так зрозуміло але хотілось би побачити процес як це відбувається наяву,так зрозуміло але хотілось би побачити процес як це відбувається наяву,1,2026-03-26T00:46:38+02:00
2026-03-26T08:42:22+02:00,400568604,test_review,А де власне посилання?,а де власне посилання,а де власне посилання,1,2026-03-26T08:42:22+02:00
2026-03-26T12:13:25+02:00,7010448554,screening_wait,"Да когда-то пробовал работать.
Ну в каждой компании по разному построена работа",да когдато пробовал работать ну в каждой компании по разному построена работа,да когдато пробовал работать ну в каждой компании по разному построена работа,1,2026-03-26T12:13:25+02:00
